target_column,feature_set,model,selected_threshold,f1_threshold,f1_at_f1_threshold,youden_threshold,youden_at_youden_threshold,balanced_threshold,balanced_score,best_params,best_valid_roc_auc
heart_related_event_by_2013,primary,logistic_regression,0.3561240760656717,0.4446835854038483,0.05389221556886227,0.3561240760656717,0.3030417295123178,0.3561240760656717,0.3553195487804283,{'C': 0.03967694542223149},0.6315066197419138
heart_related_event_by_2013,primary,random_forest,0.42954015012024305,0.5941654203035712,0.07575757575757576,0.42954015012024305,0.27257415786827544,0.42954015012024305,0.3241870610940819,"{'n_estimators': 160, 'max_depth': 3, 'min_samples_leaf': 2}",0.6397938662644544
heart_related_event_by_2013,primary,xgboost,0.45019423961639404,0.7811133861541748,0.06451612903225808,0.45019423961639404,0.2683760683760683,0.45019423961639404,0.31797490134470435,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 84.5983374447099}",0.6306602983073571
heart_related_event_by_2013,primary,lightgbm,0.26579997976146014,0.484939347400533,0.072992700729927,0.26579997976146014,0.2532931121166415,0.26579997976146014,0.30148588320097885,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 34.924973781545305}",0.6344729344729345
heart_related_event_by_2013,primary,catboost,0.4203116032163604,0.6727286400412213,0.07017543859649124,0.4203116032163604,0.26993464052287575,0.4203116032163604,0.3212578161443673,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6242919389978214
heart_related_event_by_2013,no_body_size_demographic,logistic_regression,0.3782708069173405,0.44382340152398003,0.05168986083499006,0.3782708069173405,0.25824534942182,0.3782708069173405,0.30832359668316583,{'C': 0.03967694542223149},0.6213004860063683
heart_related_event_by_2013,no_body_size_demographic,random_forest,0.41669546978114,0.5741699732344652,0.0717948717948718,0.41669546978114,0.2597033685268979,0.41669546978114,0.30848385633177594,"{'n_estimators': 160, 'max_depth': 3, 'min_samples_leaf': 2}",0.6477710742416626
heart_related_event_by_2013,no_body_size_demographic,xgboost,0.3878481984138489,0.7596296072006226,0.07092198581560283,0.3878481984138489,0.19210658622423327,0.3878481984138489,0.23402605671513232,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 84.5983374447099}",0.5951315568962627
heart_related_event_by_2013,no_body_size_demographic,lightgbm,0.3034468680057237,0.49585186400181674,0.06177606177606177,0.3034468680057237,0.24135243841126197,0.3034468680057237,0.2920960954541316,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 34.924973781545305}",0.6073403720462545
heart_related_event_by_2013,no_body_size_demographic,catboost,0.4191468910605472,0.5626956593125478,0.05999999999999999,0.4191468910605472,0.20927601809954743,0.4191468910605472,0.25585986903122443,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6109979889391655
heart_related_event_by_2013,literature_fi_minimal,logistic_regression,0.4973054237337829,0.7162712511029284,0.0880503144654088,0.4973054237337829,0.26968325791855197,0.4973054237337829,0.3266452832350077,{'C': 0.03967694542223149},0.6561295458354282
heart_related_event_by_2013,literature_fi_minimal,random_forest,0.41603644872663315,0.7185846021444154,0.08333333333333333,0.41603644872663315,0.3075666163901458,0.41603644872663315,0.3603171815747728,"{'n_estimators': 160, 'max_depth': 3, 'min_samples_leaf': 2}",0.6524007038712922
heart_related_event_by_2013,literature_fi_minimal,xgboost,0.38518279790878296,0.721552848815918,0.078125,0.38518279790878296,0.3121417797888386,0.38518279790878296,0.36737190531185115,"{'n_estimators': 135, 'max_depth': 2, 'learning_rate': 0.05405168976824286, 'subsample': 0.9234300275727488, 'colsample_bytree': 0.8493304284349246, 'reg_lambda': 0.42255958396806576, 'scale_pos_weight': 49.08158414264563}",0.6629378247025305
heart_related_event_by_2013,literature_fi_minimal,lightgbm,0.32052395537630934,0.6073039321473643,0.12173913043478263,0.32052395537630934,0.3276018099547511,0.32052395537630934,0.38479418430483775,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 34.924973781545305}",0.6576629797218032
heart_related_event_by_2013,literature_fi_minimal,catboost,0.4299138701091761,0.7172107103842333,0.10218978102189781,0.4299138701091761,0.27589240824534933,0.4299138701091761,0.32550261377334366,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6501927266633148
heart_related_event_by_2013,broad_fi_minimal,logistic_regression,0.5116124231095169,0.6082289141942326,0.06698564593301434,0.5116124231095169,0.2686023127199597,0.5116124231095169,0.328770784440778,{'C': 0.03967694542223149},0.6618736383442266
heart_related_event_by_2013,broad_fi_minimal,random_forest,0.42929284218662256,0.683059294309168,0.07518796992481201,0.42929284218662256,0.2153846153846155,0.42929284218662256,0.26483516483516495,"{'n_estimators': 160, 'max_depth': 3, 'min_samples_leaf': 2}",0.6217990615049439
heart_related_event_by_2013,broad_fi_minimal,xgboost,0.48869118094444275,0.7912374138832092,0.08108108108108109,0.48869118094444275,0.2461035696329814,0.48869118094444275,0.2930834354047935,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 84.5983374447099}",0.6309870956929781
heart_related_event_by_2013,broad_fi_minimal,lightgbm,0.2781983899605769,0.6314772235042323,0.08823529411764705,0.2781983899605769,0.2178733031674207,0.2781983899605769,0.2635480436518498,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 34.924973781545305}",0.6274886877828054
heart_related_event_by_2013,broad_fi_minimal,catboost,0.41770343633855145,0.7302581306961158,0.09375000000000001,0.41770343633855145,0.2431623931623932,0.41770343633855145,0.291720815013683,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6357759343053461
heart_related_event_by_2015,primary,logistic_regression,0.453042870028902,0.6841309783251506,0.13186813186813187,0.453042870028902,0.2055555555555557,0.453042870028902,0.32872271098077566,{'C': 0.03967694542223149},0.631246967491509
heart_related_event_by_2015,primary,random_forest,0.25688182422064343,0.4800874923529315,0.1373134328358209,0.25688182422064343,0.21448326055312972,0.25688182422064343,0.331113930099566,"{'n_estimators': 144, 'max_depth': 10, 'min_samples_leaf': 10}",0.6358078602620088
heart_related_event_by_2015,primary,xgboost,0.6444408297538757,0.6629670262336731,0.1477832512315271,0.3564450442790985,0.19652272359695955,0.6444408297538757,0.3254352702021387,"{'n_estimators': 281, 'max_depth': 2, 'learning_rate': 0.07965663806855033, 'subsample': 0.660553844395921, 'colsample_bytree': 0.7430060116821181, 'reg_lambda': 0.43459410891017775, 'scale_pos_weight': 29.51965052962681}",0.6320664186748612
heart_related_event_by_2015,primary,lightgbm,0.37444029868154854,0.4603125899749023,0.1340388007054674,0.2972021872939628,0.1960860423742521,0.37444029868154854,0.31578712384223784,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 12.27517485695694}",0.6316256941074991
heart_related_event_by_2015,primary,catboost,0.3057163764660469,0.5988899600201519,0.14342629482071714,0.3057163764660469,0.2196749150897621,0.3057163764660469,0.3342880956055214,"{'iterations': 352, 'depth': 4, 'learning_rate': 0.024585043930610614, 'l2_leaf_reg': 4.6061245224589795}",0.642889104533937
heart_related_event_by_2015,no_body_size_demographic,logistic_regression,0.49856129300192464,0.6059919710865893,0.1364985163204748,0.49856129300192464,0.21530810286268798,0.49856129300192464,0.346312469674915,{'C': 0.03967694542223149},0.6299180548816647
heart_related_event_by_2015,no_body_size_demographic,random_forest,0.4477857731632457,0.5914329004176685,0.13068181818181818,0.3999515218137929,0.18537117903930134,0.4477857731632457,0.2980282118283907,"{'n_estimators': 253, 'max_depth': 4, 'min_samples_leaf': 2}",0.6217235430481427
heart_related_event_by_2015,no_body_size_demographic,xgboost,0.5761496424674988,0.6727652549743652,0.1238390092879257,0.4945215582847595,0.1860262008733624,0.5761496424674988,0.30216678238660327,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 29.734006136617175}",0.6214688123348967
heart_related_event_by_2015,no_body_size_demographic,lightgbm,0.36991451188996954,0.36991451188996954,0.1267474370922647,0.3307049794645818,0.19050622675076823,0.36991451188996954,0.3138572543330863,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 12.27517485695694}",0.6158431721386597
heart_related_event_by_2015,no_body_size_demographic,catboost,0.445336508470863,0.6182882828669977,0.13145539906103287,0.4443551456489069,0.2196102215752871,0.445336508470863,0.3408461948497502,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6248854385681168
heart_related_event_by_2015,literature_fi_minimal,logistic_regression,0.46986713518731943,0.5566659575433838,0.12054120541205413,0.46986713518731943,0.15726184699983836,0.46986713518731943,0.2700541441112551,{'C': 0.03967694542223149},0.6005215914604561
heart_related_event_by_2015,literature_fi_minimal,random_forest,0.49358148800477775,0.49358148800477775,0.12199312714776632,0.49358148800477775,0.17730874979783273,0.49358148800477775,0.29930187694559907,"{'n_estimators': 253, 'max_depth': 4, 'min_samples_leaf': 2}",0.6072065879562241
heart_related_event_by_2015,literature_fi_minimal,xgboost,0.4538637697696686,0.551480233669281,0.13043478260869565,0.3714137375354767,0.16057738961669088,0.4538637697696686,0.27218063074615206,"{'n_estimators': 135, 'max_depth': 2, 'learning_rate': 0.05405168976824286, 'subsample': 0.9234300275727488, 'colsample_bytree': 0.8493304284349246, 'reg_lambda': 0.42255958396806576, 'scale_pos_weight': 17.250836933363114}",0.6116070947220875
heart_related_event_by_2015,literature_fi_minimal,lightgbm,0.42910755021783425,0.42910755021783425,0.13142857142857142,0.30990157628605536,0.1551512210900856,0.42910755021783425,0.28330468334835146,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 12.27517485695694}",0.6091851312739233
heart_related_event_by_2015,literature_fi_minimal,catboost,0.43361981440705766,0.628868996712278,0.1228813559322034,0.423496494629356,0.17716318939026365,0.43361981440705766,0.29064162315434305,"{'iterations': 352, 'depth': 4, 'learning_rate': 0.024585043930610614, 'l2_leaf_reg': 4.6061245224589795}",0.6085301094398619
heart_related_event_by_2015,broad_fi_minimal,logistic_regression,0.41811730844365413,0.5029083436059151,0.11049723756906076,0.3987013141151982,0.16808183729581105,0.41811730844365413,0.27661596366686786,{'C': 0.05912861141060978},0.5923580786026201
heart_related_event_by_2015,broad_fi_minimal,random_forest,0.41557587216630015,0.5410243386819522,0.11693548387096775,0.41557587216630015,0.17848940643700484,0.41557587216630015,0.2915430194906179,"{'n_estimators': 253, 'max_depth': 4, 'min_samples_leaf': 2}",0.6061175804625586
heart_related_event_by_2015,broad_fi_minimal,xgboost,0.5502792596817017,0.5502792596817017,0.11764705882352941,0.5149092674255371,0.19670871745107554,0.5502792596817017,0.31259287800515656,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 29.734006136617175}",0.6088589681384441
heart_related_event_by_2015,broad_fi_minimal,lightgbm,0.5372695950769615,0.5372695950769615,0.11928934010152284,0.5372695950769615,0.20612162380721344,0.5372695950769615,0.32541096390873625,"{'n_estimators': 142, 'num_leaves': 22, 'max_depth': 2, 'learning_rate': 0.09349986707454126, 'min_child_samples': 60, 'subsample': 0.9434977713519959, 'colsample_bytree': 0.7497319510900466, 'scale_pos_weight': 28.397461843672048}",0.6048668391827052
heart_related_event_by_2015,broad_fi_minimal,catboost,0.4286112019894564,0.43866577793293515,0.11617161716171616,0.4286112019894564,0.1841339155749635,0.4286112019894564,0.30018807418231364,"{'iterations': 231, 'depth': 6, 'learning_rate': 0.0492629055283299, 'l2_leaf_reg': 7.479446420028744}",0.6088333602889644
heart_related_event_by_2018,primary,logistic_regression,0.46794459116315335,0.5567974759367483,0.292511013215859,0.46794459116315335,0.22429435692015431,0.46794459116315335,0.5132227168964717,{'C': 0.03967694542223149},0.6449350622535154
heart_related_event_by_2018,primary,random_forest,0.49270552226131525,0.5198879857771949,0.31369150779896016,0.4877270858266398,0.26978484854741813,0.49270552226131525,0.57963953298966,"{'n_estimators': 253, 'max_depth': 4, 'min_samples_leaf': 2}",0.6576738039685325
heart_related_event_by_2018,primary,xgboost,0.5712909698486328,0.6007747054100037,0.30758226037195996,0.5712909698486328,0.25705023641882274,0.5712909698486328,0.5585814496108132,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 9.7926994557975}",0.6563038136730606
heart_related_event_by_2018,primary,lightgbm,0.37106686942582484,0.40557516292325685,0.3118942731277533,0.3476459782735722,0.25345336664533047,0.37106686942582484,0.5576783992555971,"{'n_estimators': 131, 'num_leaves': 14, 'max_depth': 2, 'learning_rate': 0.022147077652063186, 'min_child_samples': 60, 'subsample': 0.9849937491166506, 'colsample_bytree': 0.7977656243528263, 'scale_pos_weight': 4.042748144640604}",0.653666556544362
heart_related_event_by_2018,primary,catboost,0.49635390636783566,0.5234321075972602,0.30792917628945343,0.49635390636783566,0.26424397596580707,0.49635390636783566,0.5707952738644473,"{'iterations': 131, 'depth': 3, 'learning_rate': 0.022713369064581, 'l2_leaf_reg': 1.1235942874800418}",0.6554340195329438
heart_related_event_by_2018,no_body_size_demographic,logistic_regression,0.48867106126018595,0.48867106126018595,0.2948717948717949,0.462550520499823,0.23300468708058886,0.48867106126018595,0.5274397781882658,{'C': 0.03967694542223149},0.6444343498998575
heart_related_event_by_2018,no_body_size_demographic,random_forest,0.5274084204392966,0.5274084204392966,0.30741410488245935,0.5148271619599817,0.2313642088744814,0.5274084204392966,0.5366577711292847,"{'n_estimators': 253, 'max_depth': 4, 'min_samples_leaf': 2}",0.6512244223740993
heart_related_event_by_2018,no_body_size_demographic,xgboost,0.5850964188575745,0.6382885575294495,0.3048543689320388,0.5680744051933289,0.2435795255105202,0.5850964188575745,0.5414608276040714,"{'n_estimators': 148, 'max_depth': 2, 'learning_rate': 0.02797911365070284, 'subsample': 0.672099077547787, 'colsample_bytree': 0.6677133328811644, 'reg_lambda': 3.124376301798936, 'scale_pos_weight': 9.7926994557975}",0.6516415106027131
